Title,DOI,Link
Word embedding techniques for malware evolution detection,10.1007/978-3-030-62582-5_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111238604&doi=10.1007%2F978-3-030-62582-5_12&partnerID=40&md5=18689018ad9bfb8379da23c8b0865dfd
A selective survey of deep learning techniques and their application to malware analysis,10.1007/978-3-030-62582-5_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104204812&doi=10.1007%2F978-3-030-62582-5_1&partnerID=40&md5=88cf91d1e9cff993e33ac99ac76daef3
Deep learning techniques for behavioral malware analysis in cloud iaas,10.1007/978-3-030-62582-5_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098030148&doi=10.1007%2F978-3-030-62582-5_10&partnerID=40&md5=f69f8b23aeb4e7ddda3c152c35e1c3da
Parameter Optimization of Classification Techniques for PDF based Malware Detection,10.1109/ICCIT51783.2020.9392685,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104505520&doi=10.1109%2FICCIT51783.2020.9392685&partnerID=40&md5=5d8522ebf6ec45f24cd5d683ecaad08b
Deep learning-based malware detection and classification,10.4018/978-1-7998-4900-1.ch006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137310111&doi=10.4018%2F978-1-7998-4900-1.ch006&partnerID=40&md5=9ac8b2ff7516a8fb27ca3c529cedbfc4
Ransomware detection techniques in the dawn of artificial intelligence: A survey,10.1145/3447654.3447659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106148836&doi=10.1145%2F3447654.3447659&partnerID=40&md5=544b9e699fad1002eed066723e47b3da
Static detection of malicious code in programs using semantic techniques,10.1109/ICECE51571.2020.9393121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104683746&doi=10.1109%2FICECE51571.2020.9393121&partnerID=40&md5=c304b141c081a15f25121ceb367a0fa8
Efficient machine learning for attack detection,10.1515/itit-2020-0015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096305437&doi=10.1515%2Fitit-2020-0015&partnerID=40&md5=0d5ce2f254aecbc7a42204161476e5cf
Toward an RF side-channel reverse engineering tool,10.1109/PAINE49178.2020.9337729,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100939992&doi=10.1109%2FPAINE49178.2020.9337729&partnerID=40&md5=bb98d6e120f810ab116de5080049920c
SPARTA-COTS: A Laser Probing Approach for Sequential Trojan Detection in COTS Integrated Circuits,10.1109/PAINE49178.2020.9337728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100939623&doi=10.1109%2FPAINE49178.2020.9337728&partnerID=40&md5=3b61cf6dec30c560be2c833e2a9369b5
Cross-validation of machine learning algorithms for malware detection using static features of Windows portable executables: A Comparative Study,10.1109/HONET50430.2020.9322809,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101457749&doi=10.1109%2FHONET50430.2020.9322809&partnerID=40&md5=09469ceca8dc15abcad0f0ae01a5a64a
AppArmor for health data access control: Assessing risks and benefits,10.1109/IOTSMS52051.2020.9340206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100939920&doi=10.1109%2FIOTSMS52051.2020.9340206&partnerID=40&md5=0ee2ad1650f4d86e8737f7f6aa6ae63f
Evaluating Performance Maintenance and Deterioration over Time of Machine Learning-based Malware Detection Models on the EMBER PE Dataset,10.1109/SNAMS52053.2020.9336538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100871340&doi=10.1109%2FSNAMS52053.2020.9336538&partnerID=40&md5=b6b6c5cd87a35d9bd1dd7b505a1f2fa5
Detecting Botnet Attacks in IoT Environments: An Optimized Machine Learning Approach,10.1109/ICM50269.2020.9331794,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099188895&doi=10.1109%2FICM50269.2020.9331794&partnerID=40&md5=51dedb5f7f46484f21645bd30265b9c8
XGBoost based Packer Identification study using Entry point,10.1145/3440943.3444358,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116683693&doi=10.1145%2F3440943.3444358&partnerID=40&md5=1eebe1e83e145bc72190522cf17a1da5
Machine Learning based Malware Detection with the 2019 KISA Data Challenge Dataset,10.1145/3440943.3444745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116662796&doi=10.1145%2F3440943.3444745&partnerID=40&md5=4731e2e6718d7f0bb93c4457828b8377
Understanding and Mitigating Threats from Android Hybrid Apps Using Machine Learning,10.1109/BigData50022.2020.9377952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103854534&doi=10.1109%2FBigData50022.2020.9377952&partnerID=40&md5=53e98a3e65aa405e073d8dc5e66abbdb
Detection of Previously Unseen Malware using Memory Access Patterns Recorded before the Entry Point,10.1109/BigData50022.2020.9377933,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103849022&doi=10.1109%2FBigData50022.2020.9377933&partnerID=40&md5=59c3fef8ae444f14e28ce5b2da0c21bb
Intensive Image Malware Analysis and Least Significant Bit Matching Steganalysis,10.1109/BigData50022.2020.9377974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103847254&doi=10.1109%2FBigData50022.2020.9377974&partnerID=40&md5=95261e4ef0b1ed6f96d79aa1b4d93bd5
Towards Fighting Cybercrime: Malicious URL Attack Type Detection using Multiclass Classification,10.1109/BigData50022.2020.9378029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103847134&doi=10.1109%2FBigData50022.2020.9378029&partnerID=40&md5=9d9692367f829e7dd09eb6454fb32a79
Using Knowledge Graphs and Reinforcement Learning for Malware Analysis,10.1109/BigData50022.2020.9378491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103834142&doi=10.1109%2FBigData50022.2020.9378491&partnerID=40&md5=a2a041a8c30bcb382a813a9c34474fb4
Exploring the Impact of Resampling Methods for Malware Detection,10.1109/BigData50022.2020.9378405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103831071&doi=10.1109%2FBigData50022.2020.9378405&partnerID=40&md5=5ba4f5e5f2103ee6a93cf64154b0d61c
Malware Detection by Eating a Whole APK,10.23919/ICITST51030.2020.9351333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102402374&doi=10.23919%2FICITST51030.2020.9351333&partnerID=40&md5=e62cb996b4bca195dda01b4320b20e57
WikipediaBot: Machine Learning Assisted Adversarial Manipulation of Wikipedia Articles,10.1145/3477997.3478008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124410419&doi=10.1145%2F3477997.3478008&partnerID=40&md5=ffda185c1e45955cd00fcbae72517f2d
"Proceedings - 36th Annual Computer Security Applications Conference, ACSAC 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123042489&partnerID=40&md5=03bd1050846830e3361aa54927faff9f
Study on Possibility of Estimating Smartphone Inputs from Tap Sounds,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100941045&partnerID=40&md5=ba8cd11137b72afbc80ee2aa271f2548
A Novel Golden-Chip-Free Clustering Technique Using Backscattering Side Channel for Hardware Trojan Detection,10.1109/HOST45689.2020.9300127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099437490&doi=10.1109%2FHOST45689.2020.9300127&partnerID=40&md5=cea68d8af8ed720e0625721840614d92
Spotlight: Malware Lead Generation at Scale,10.1145/3427228.3427273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098095538&doi=10.1145%2F3427228.3427273&partnerID=40&md5=90fdad7fd1ee70c26c4c083d8329863c
The Tangled Genealogy of IoT Malware,10.1145/3427228.3427256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098068136&doi=10.1145%2F3427228.3427256&partnerID=40&md5=f528f8aa3ee5c30877ebcc201095daf1
App-Agnostic Post-Execution Semantic Analysis of Android In-Memory Forensics Artifacts,10.1145/3427228.3427244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098065693&doi=10.1145%2F3427228.3427244&partnerID=40&md5=a29b0b714df893db90aace2f553f42c9
Februus: Input Purification Defense against Trojan Attacks on Deep Neural Network Systems,10.1145/3427228.3427264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098055997&doi=10.1145%2F3427228.3427264&partnerID=40&md5=84fb8340f5d8a1d2615f345915483280
"Proceedings of the 2020 International Conference on Cyberspace Innovation of Advanced Technologies, CIAT 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123040798&partnerID=40&md5=4e0a2f20a2507073b3f53c7321bb1078
SPA: Stealthy Poisoning Attack,10.1145/3444370.3444589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098957281&doi=10.1145%2F3444370.3444589&partnerID=40&md5=fd193d09877b355a9a6ced4c5294768c
A Novel Malware Detection Framework Based on Weighted Heterograph,10.1145/3444370.3444545,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098932135&doi=10.1145%2F3444370.3444545&partnerID=40&md5=6db645b1f6f806f7a7d0fc958a7c4429
A review of various challenges in cybersecurity using artificial intelligence,10.1109/iciss49785.2020.9316003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100825287&doi=10.1109%2Ficiss49785.2020.9316003&partnerID=40&md5=18ea21ac0d00de6a53cd1b26044076de
Malware dataset generation and evaluation,10.1109/CICT51604.2020.9312053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100165321&doi=10.1109%2FCICT51604.2020.9312053&partnerID=40&md5=e998e4d710dadcd1c63b87208bfe15b7
Deep feature extraction and classification of android malware images,10.3390/s20247013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097539825&doi=10.3390%2Fs20247013&partnerID=40&md5=6a41afd904aa3f4a512c7b214ba33200
"Proceedings - 2020 IEEE 8th International Conference on Smart City and Informatization, iSCI 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126458192&partnerID=40&md5=2ba09f6bc40680522f4419db6eebe81e
A Study on the Evolution of Ransomware Detection Using Machine Learning and Deep Learning Techniques,10.3390/iot1020030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120032946&doi=10.3390%2Fiot1020030&partnerID=40&md5=e6df40ee1d175826d3048d719c5df7d7
Classification of Malicious Code Based on Grayscale Texture Fingerprint,10.1109/ICISCE50968.2020.00088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116351918&doi=10.1109%2FICISCE50968.2020.00088&partnerID=40&md5=04373f162fef33e5ee4faa625868cc32
Complexity-Based Convolutional Neural Network for Malware Classification,10.1109/CSCI51800.2020.00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113396559&doi=10.1109%2FCSCI51800.2020.00008&partnerID=40&md5=9ef27a6a11570375259f12e80e39f641
A Multi-Strategy Combination Framework for Android Malware Detection Based on Various Features,10.1109/TASE49443.2020.00034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105390492&doi=10.1109%2FTASE49443.2020.00034&partnerID=40&md5=4a14feb0bf11e26b45f42d2cab92d320
"Proceedings - 2020 International Symposium on Theoretical Aspects of Software Engineering, TASE 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105369044&partnerID=40&md5=8fe4bee2d2ceef19422bb7e961155238
HeterSupervise: Package-level Android Malware Analysis Based on Heterogeneous Graph,10.1109/HPCC-SmartCity-DSS50907.2020.00040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105267358&doi=10.1109%2FHPCC-SmartCity-DSS50907.2020.00040&partnerID=40&md5=fc2cc18ac860132faeb6fa3727ccad0b
Adaptive machine learning: A framework for active malware detection,10.1109/MSN50589.2020.00025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104652853&doi=10.1109%2FMSN50589.2020.00025&partnerID=40&md5=a119d68dbec6784d4ed84d5c72cde3fe
Early botnet detection for the internet and the internet of things by autonomous machine learning,10.1109/MSN50589.2020.00087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104619416&doi=10.1109%2FMSN50589.2020.00087&partnerID=40&md5=a1ba6bf3284002a46ed9ec1ead310bcd
Towards Obfuscated Malware Detection for Low Powered IoT Devices,10.1109/ICMLA51294.2020.00173,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102535290&doi=10.1109%2FICMLA51294.2020.00173&partnerID=40&md5=5480c62829152187c89dec5cbc77842c
Unsupervised Open Set Recognition using Adversarial Autoencoders,10.1109/ICMLA51294.2020.00064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102533118&doi=10.1109%2FICMLA51294.2020.00064&partnerID=40&md5=4d5bf04f68de3d89333cfacddbc5b57e
Malware Classification using Recurrence Plots and Deep Neural Network,10.1109/ICMLA51294.2020.00147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102500943&doi=10.1109%2FICMLA51294.2020.00147&partnerID=40&md5=0ce0c73092fc6971cceea8c352a805d6
Analysis of Permission Selection Techniques in Machine Learning-based Malicious App Detection,10.1109/AIKE48582.2020.00021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102404113&doi=10.1109%2FAIKE48582.2020.00021&partnerID=40&md5=641e1688b3379c9c21c2ecc78d98dd5f
An empirical study of code deobfuscations on detecting obfuscated android piggybacked apps,10.1109/APSEC51365.2020.00012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102334596&doi=10.1109%2FAPSEC51365.2020.00012&partnerID=40&md5=3c76c21e0ef22400a6ad7f9c88a9b975
"Proceedings - 2020 IEEE 6th International Conference on Dependability in Sensor, Cloud and Big Data Systems and Application, DependSys 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102257681&partnerID=40&md5=9bf43ff3bb4fb5ca2cfaca446b358d71
A malware detection approach using malware images and autoencoders,10.1109/MASS50613.2020.00009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102180937&doi=10.1109%2FMASS50613.2020.00009&partnerID=40&md5=5e3a9acc5b485cb6cba5113bf5c6c714
Android malware detection system integrating block feature extraction and multi-head attention mechanism,10.1109/ICS51289.2020.00087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102179776&doi=10.1109%2FICS51289.2020.00087&partnerID=40&md5=94e17f7e3c2ef6664cf85a1eb7211d03
Challenges and trends of android malware detection in the era of deep learning,10.1109/iSCI50694.2020.00014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101695325&doi=10.1109%2FiSCI50694.2020.00014&partnerID=40&md5=d9f882823d32b75e32479108f627c7ae
Hardware Trojan Detection Combines with Machine Learning: An Isolation Forest-based Detection Method,10.1109/BigDataSE50710.2020.00021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101508169&doi=10.1109%2FBigDataSE50710.2020.00021&partnerID=40&md5=cd3eb8b4977d45698692a351edcafc24
Golden-chip-free hardware trojan detection through thermal radiation comparison in vulnerable areas,10.1109/TrustCom50675.2020.00140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101294354&doi=10.1109%2FTrustCom50675.2020.00140&partnerID=40&md5=a1313d8b436e17f8cfc55d4a28038395
Novel design of Hardware Trojan: A generic approach for defeating testability based detection,10.1109/TrustCom50675.2020.00034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101291350&doi=10.1109%2FTrustCom50675.2020.00034&partnerID=40&md5=2bfe465f1274cd538d510dff59643597
Exploit internal structural information for IoT malware detection based on hierarchical transformer model,10.1109/TrustCom50675.2020.00124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101268606&doi=10.1109%2FTrustCom50675.2020.00124&partnerID=40&md5=9ddc3a8f9e1d286b97c0e47cdcabbe8c
Identifying cross-version function similarity using contextual features,10.1109/TrustCom50675.2020.00110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101265375&doi=10.1109%2FTrustCom50675.2020.00110&partnerID=40&md5=e6f020fe8eef6c542034358622bdcb55
Analysis and modelling of multi-stage attacks,10.1109/TrustCom50675.2020.00170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101264041&doi=10.1109%2FTrustCom50675.2020.00170&partnerID=40&md5=459d8e7d40449141ed8000c84ebdb1c2
RGB-based Android Malware Detection and Classification Using Convolutional Neural Network,10.1109/GLOBECOM42002.2020.9348206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101259376&doi=10.1109%2FGLOBECOM42002.2020.9348206&partnerID=40&md5=ffa16b2aa2253ce9daebe9b303d91118
Cross Platform IoT- Malware Family Classification based on Printable Strings,10.1109/TrustCom50675.2020.00106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101251700&doi=10.1109%2FTrustCom50675.2020.00106&partnerID=40&md5=78aa5da9a4b8e3a444492ff2df02705e
Family identification of AGE-generated android malware using tree-based feature,10.1109/TrustCom50675.2020.00060,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101250514&doi=10.1109%2FTrustCom50675.2020.00060&partnerID=40&md5=de96c7eee07bc0787fbcacde2bd10802
Malware classification on imbalanced data through self-attention,10.1109/TrustCom50675.2020.00033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101231398&doi=10.1109%2FTrustCom50675.2020.00033&partnerID=40&md5=cfa7eb172e3ce18f7e684462fe0e1749
Android malware classification using machine learning and bio-inspired optimisation algorithms,10.1109/TrustCom50675.2020.00244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101203235&doi=10.1109%2FTrustCom50675.2020.00244&partnerID=40&md5=7b0336be72693bb4ee98b6a526251402
Feature importance in Android malware detection,10.1109/TrustCom50675.2020.00195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101201193&doi=10.1109%2FTrustCom50675.2020.00195&partnerID=40&md5=d15f93188ea7acb6214f91b52da5ad0d
A semi-supervised learning scheme to detect unknown DGA domain names based on graph analysis,10.1109/TrustCom50675.2020.00218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101197700&doi=10.1109%2FTrustCom50675.2020.00218&partnerID=40&md5=c676daf1216607a73e530dc571ae3dcf
Scalable and accurate binary search method based on simhash and partial trace,10.1109/TrustCom50675.2020.00111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101195115&doi=10.1109%2FTrustCom50675.2020.00111&partnerID=40&md5=ec17b76b4ad251fcacc1e150217538c1
Mobile Malware Behavior through Opcode Analysis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100188047&partnerID=40&md5=b40aaf91007889c408a9475428424b5e
An evaluation of some machine learning algorithms for the detection of android applications malware,10.25046/AJ0506208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099869079&doi=10.25046%2FAJ0506208&partnerID=40&md5=af864aebdddbef2f59821e67edf76cf7
Evaluating Automatically Generated YARA Rules and Enhancing Their Effectiveness,10.1109/SSCI47803.2020.9308179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099705844&doi=10.1109%2FSSCI47803.2020.9308179&partnerID=40&md5=be2023421931631bbbbc27a5c75ed4a8
Fuzzy Hashing Aided Enhanced YARA Rules for Malware Triaging,10.1109/SSCI47803.2020.9308189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099704808&doi=10.1109%2FSSCI47803.2020.9308189&partnerID=40&md5=03b0a9084407ef848112bc8f94575e00
Creation of a fuzzy model for verification of malicious sites based on fuzzy neural networks,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099279500&partnerID=40&md5=7dd829e79189c47788674da72d20c79d
Malware classification based on shallow neural network,10.3390/fi12120219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097020574&doi=10.3390%2Ffi12120219&partnerID=40&md5=3ee73123c06ba5e7c7c1802c1f2e7d1e
Evaluation metric for crypto-ransomware detection using machine learning,10.1016/j.jisa.2020.102646,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093956658&doi=10.1016%2Fj.jisa.2020.102646&partnerID=40&md5=925d497402a04e7f482c9540e3183ecb
Malware classification for the cloud via semi-supervised transfer learning,10.1016/j.jisa.2020.102661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092890618&doi=10.1016%2Fj.jisa.2020.102661&partnerID=40&md5=171fedb1387b59396307e01ad1b393ea
Categorizing Malware via A Word2Vec-based Temporal Convolutional Network Scheme,10.1186/s13677-020-00200-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091303437&doi=10.1186%2Fs13677-020-00200-y&partnerID=40&md5=e24c2024cead527e4a3f29d47c45475c
Recurrent neural network for detecting malware,10.1016/j.cose.2020.102037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090995220&doi=10.1016%2Fj.cose.2020.102037&partnerID=40&md5=2febd8ce8236ca0d2e466f255e1df27c
A DGA domain names detection modeling method based on integrating an attention mechanism and deep neural network,10.1186/s42400-020-00046-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089580871&doi=10.1186%2Fs42400-020-00046-6&partnerID=40&md5=51a5404c427769b20fffe4031500b8f5
Model checking and machine learning techniques for HummingBad mobile malware detection and mitigation,10.1016/j.simpat.2020.102169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089545808&doi=10.1016%2Fj.simpat.2020.102169&partnerID=40&md5=e6a81268b338667040e6b28e47ef4c1e
Protecting From Malware Obfuscation Attacks Through Adversarial Risk Analysis,10.1111/risa.13567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088262719&doi=10.1111%2Frisa.13567&partnerID=40&md5=216e2aa77f41791d93baa07bf41326a8
An emerging threat Fileless malware: a survey and research challenges,10.1186/s42400-019-0043-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087530033&doi=10.1186%2Fs42400-019-0043-x&partnerID=40&md5=f4b3a6cc2b44962f0c5ab8545ae713ab
A survey of IoT malware and detection methods based on static features,10.1016/j.icte.2020.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085290926&doi=10.1016%2Fj.icte.2020.04.005&partnerID=40&md5=4e583db68ac579e18e0ea2c1da61c685
A semi-self-taught network intrusion detection system,10.1007/s00521-020-04914-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084211458&doi=10.1007%2Fs00521-020-04914-7&partnerID=40&md5=1ff6b1d7630d2710bb911fad9a4b2566
Can machine learning model with static features be fooled: an adversarial machine learning approach,10.1007/s10586-020-03083-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082771494&doi=10.1007%2Fs10586-020-03083-5&partnerID=40&md5=b19dff3151e61296a693e9ad421edc40
Android Malware Detection using Convolutional Deep Neural Networks,10.1109/ICAASE51408.2020.9380104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103831614&doi=10.1109%2FICAASE51408.2020.9380104&partnerID=40&md5=38ec0a9185d7ebae5026f5117da8d695
"ICAASE 2020 - Proceedings, 4th International Conference on Advanced Aspects of Software Engineering",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103819880&partnerID=40&md5=12df0bf3cb0804f121fbc0418d02793d
Android Ransomware Detection using Machine Learning Techniques: A Comparative Analysis on GPU and CPU,10.1109/ACIT50332.2020.9300108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099720538&doi=10.1109%2FACIT50332.2020.9300108&partnerID=40&md5=75022878c1547b9251249790507b457c
Towards deep learning-based approach for detecting android malware,10.4018/978-1-7998-7705-9.ch096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163992338&doi=10.4018%2F978-1-7998-7705-9.ch096&partnerID=40&md5=c181a71c0d2152679d37da2a7d98d0ff
Intelligent malware detection using deep dilated residual networks for cyber security,10.4018/978-1-7998-7705-9.ch050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150668739&doi=10.4018%2F978-1-7998-7705-9.ch050&partnerID=40&md5=25d604a9a79e80c9767f6d161abfd0b4
DIDroid: Android malware classification and characterization using deep image learning,10.1145/3442520.3442522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102927903&doi=10.1145%2F3442520.3442522&partnerID=40&md5=b3de667664d98c2fde267285b672ae37
EDMDroid:Ensuring Diversity to improve Android malware detection based on permissions,10.1109/ITIA50152.2020.9312296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101717876&doi=10.1109%2FITIA50152.2020.9312296&partnerID=40&md5=13f1cfd1d611aeeb8ac0763ade2b91c3
MFENet: An 1D CNN-based Model for Automatic Feature Extraction and Fusion,10.1109/ITIA50152.2020.9312373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101702322&doi=10.1109%2FITIA50152.2020.9312373&partnerID=40&md5=89e4926173e58b1405805cd0eb45831f
Identification of Malicious Code Variants using Spp-Net Model and Color Images,10.1109/ICIIS51140.2020.9342648,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101247128&doi=10.1109%2FICIIS51140.2020.9342648&partnerID=40&md5=9b54b4b068c0d13f482a5d8f2b047265
Analysis of Cyberattacks and its Detection Mechanisms,10.1109/ICRCICN50933.2020.9296178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099181437&doi=10.1109%2FICRCICN50933.2020.9296178&partnerID=40&md5=3eec74b12b25a729be7749f41724d5b8
An Analysis of the Use of DNS for Malicious Payload Distribution,10.1109/IMITEC50163.2020.9334104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101179408&doi=10.1109%2FIMITEC50163.2020.9334104&partnerID=40&md5=7968ca15ce134b86055b5701dfd35774
"2020 2nd International Multidisciplinary Information Technology and Engineering Conference, IMITEC 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101103740&partnerID=40&md5=d3e92ef1e7e0a5a2740400bce4fd078d
Malware Classification using Deep Learning Technique,10.1109/IMITEC50163.2020.9334071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101066869&doi=10.1109%2FIMITEC50163.2020.9334071&partnerID=40&md5=c2afc887b764c6a5b55075ca94a558f2
MOBDroid: An intelligent malware detection system for improved data security in mobile cloud computing environments,10.1109/ITNAC50341.2020.9315052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100264078&doi=10.1109%2FITNAC50341.2020.9315052&partnerID=40&md5=4e984259da77523099e78c5edc5f6c57
Feature-based adversarial attacks against machine learnt mobile malware detectors,10.1109/ITNAC50341.2020.9315144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100258818&doi=10.1109%2FITNAC50341.2020.9315144&partnerID=40&md5=16d425d713e5e74d3883885afa258496
Cryptojacking Detection with CPU Usage Metrics,10.1109/NCA51143.2020.9306696,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099730982&doi=10.1109%2FNCA51143.2020.9306696&partnerID=40&md5=5ddcb2d02be9d090d289df57b838900a
Using transfer learning for malware classification,10.5194/isprs-archives-XLIV-4-W3-2020-343-2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101934731&doi=10.5194%2Fisprs-archives-XLIV-4-W3-2020-343-2020&partnerID=40&md5=09f76f50ee3673c0d5b97ac6f3f0c2e8
Hardware Trojans detection based on BP neural network,10.1109/ICTA50426.2020.9332077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100962846&doi=10.1109%2FICTA50426.2020.9332077&partnerID=40&md5=30d431c031a6bbd4f495f00d5fa8f6ef
Survey: Hardware Trojan Detection for Netlist,10.1109/ATS49688.2020.9301614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099140042&doi=10.1109%2FATS49688.2020.9301614&partnerID=40&md5=a8421c7ef202419552d3c9b6551d5141
Automatic Algorithmically Generated Domain Detection with Deep Learning Methods,10.1109/AUTEEE50969.2020.9315559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100547963&doi=10.1109%2FAUTEEE50969.2020.9315559&partnerID=40&md5=1de372f0510d605266fec32bc8aa7fbb
Malware Detection Based on Feature Library and Machine Learning,10.1109/AUTEEE50969.2020.9315607,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100525043&doi=10.1109%2FAUTEEE50969.2020.9315607&partnerID=40&md5=51d19ba1333a69ba756005120e2d8e7e
